acceptor,tin_reagents,ring_b1,ring_b2,chain1,chain2,PCE
ITIC-4Cl,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.351543426513672
O-IDTBR,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,10.35137939453125
O-IDTBR,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,10.350714683532715
ITIC-Th1,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.350519180297852
O-IDTBR,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C#N,-,10.349991798400879
ITIC-4Cl,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,10.349393844604492
ITIC-4Cl,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,10.349203109741211
O-IDTBR,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,10.348791122436523
ITIC,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,10.34844970703125
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C#N,-,10.348409652709961
ITIC-4F,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,10.348089218139648
Y12,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*Cl,-,10.347225189208984
ITIC-4F,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*Cl,-,10.347187042236328
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*Cl,-,10.34682846069336
ITIC-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,10.346190452575684
O-IDTBR,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.346124649047852
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*S*CC(CCCC)CCCCCC,-,10.34585952758789
ITIC-4Cl,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*Cl,-,10.345766067504883
O-IDTBR,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*S*CC(CCCC)CCCCCC,-,10.34558391571045
ITIC-Th1,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,10.344524383544922
O-IDTBR,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.343606948852539
i-IEICO-4F,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.343099594116211
ITIC-4Cl,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,10.34273910522461
O-IDTBR,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,10.342671394348145
O-IDTBR,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.342269897460938
N2200,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,10.34202766418457
N2200,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*S*CC(CCCC)CCCCCC,-,10.341611862182617
ITIC-4Cl,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C#N,-,10.34150505065918
ITIC-Th1,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.34146499633789
ITIC,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,10.341145515441895
ITIC,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,10.341079711914062
ITIC-4Cl,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.340994834899902
O-IDTBR,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.340909004211426
ITIC,*c1cc2sc(*)cc2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.340700149536133
O-IDTBR,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*Cl,-,10.340482711791992
ITIC,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,-,10.340147018432617
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,10.339520454406738
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,10.339406967163086
ZY-4Cl,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C#N,-,10.339309692382812
O-IDTBR,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C#N,*CC(CCCC)CCCCCC,10.338672637939453
ITIC,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,10.338655471801758
ITIC,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*Cl,-,10.337785720825195
ITIC-Th1,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,10.337299346923828
ITIC-4F,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*Cl,-,10.337100982666016
O-IDTBR,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,10.337068557739258
ITIC-4Cl,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*Cl,-,10.336536407470703
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,10.336324691772461
O-IDTBR,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.336042404174805
O-IDTBR,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.33530330657959
ITIC-Th1,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,10.335046768188477
O-IDTBR,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*Cl,-,10.334619522094727
ITIC,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.334325790405273
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.334173202514648
ZY-4Cl,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*C#N,-,10.334120750427246
ITIC,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,10.334064483642578
O-IDTBR,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,10.333582878112793
ITIC-4F,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.333449363708496
L8-BO,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*Cl,-,10.333282470703125
Y12,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,10.332825660705566
ITIC-Th1,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.332643508911133
O-IDTBR,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.332525253295898
ITIC,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,10.33217716217041
ITIC-4F,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*Cl,-,10.332136154174805
ITIC-Th1,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.3301420211792
ITIC-Th1,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,10.329551696777344
ITIC-4Cl,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,10.329462051391602
ITIC-4Cl,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,10.328620910644531
ITIC,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,10.328302383422852
ITIC-4Cl,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*C(=O)*CC(CCCC)CCCCCC,-,10.327266693115234
ITIC-4Cl,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,10.32719898223877
ITIC-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,10.327104568481445
ITIC-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.326499938964844
i-IEICO-4F,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)*CC(CCCC)CCCCCC,-,10.326395034790039
ITIC-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.325760841369629
i-IEICO-4F,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.325748443603516
ITIC-4F,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C#N,-,10.325248718261719
ITIC-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*Cl,-,10.325199127197266
Y12,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,10.32480239868164
ZY-4Cl,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,10.32409954071045
ITIC,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,10.323869705200195
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*Cl,-,10.32335090637207
N2200,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C#N,-,10.323278427124023
Y12,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*Cl,-,10.323149681091309
ITIC,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,10.323034286499023
ITIC-4F,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,10.322697639465332
N2200,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,10.321476936340332
ITIC-Th1,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,10.321146011352539
ITIC-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,10.320651054382324
ITIC,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.320474624633789
ITIC-Th1,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,10.320302963256836
O-IDTBR,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,10.320038795471191
ITIC-4F,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,10.319981575012207
ITIC-4F,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C#N,-,10.319198608398438
ZY-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,10.318901062011719
ITIC-Th1,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*CC(CCCC)CCCCCC,-,10.318803787231445
